id,nombre_carretera,tramo,limite_tramo,sentido,limite,velocidad,fecha,matricula,conductor
M50/+49/20100505233521000,M50,49,100,ascending,100,118,2010-05-05,3451OIO,25840054Z
M45/+19/20111024090531000,M45,19,80,ascending,80,99,2011-10-24,4309OEE,88024283V
M50/-15/20100421084236000,M50,15,100,descending,100,111,2010-04-21,9534OIE,70106310X
A2/+58/20120202081335000,A2,58,100,ascending,100,112,2012-02-02,4640EUA,56938622Y
A1/+162/20100104120315000,A1,162,100,ascending,100,119,2010-01-04,5828EEE,20304333W
M40/+23/20110613193540000,M40,23,80,ascending,80,94,2011-06-13,9218OIA,21371673G
A4/+91/20110210114720000,A4,91,100,ascending,100,114,2011-02-10,0438IAO,53675847B
M45/+19/20110920060255000,M45,19,80,ascending,80,100,2011-09-20,6523AIO,89897064T
A6/+234/20090612220611000,A6,234,100,ascending,100,149,2009-06-12,0718UUE,65897309D
M30/-23/20101120115613000,M30,23,50,descending,50,64,2010-11-20,3422AEU,65871451A
A6/-60/20111110211836000,A6,60,100,descending,100,112,2011-11-10,5023EII,92366576W
M30/-28/20091209220726000,M30,28,50,descending,50,63,2009-12-09,4334OUU,31411702G
M45/+22/20111124164538000,M45,22,80,ascending,80,100,2011-11-24,6525AEI,87980168Q
A2/+261/20111015154359000,A2,261,100,ascending,100,117,2011-10-15,9733UAO,81904772R
A6/+171/20100301125308000,A6,171,100,ascending,100,111,2010-03-01,3346AOO,00528326Q
A5/-271/20110828130227000,A5,271,100,descending,100,117,2011-08-28,5119AUI,19502956Z
A1/-271/20120115233352000,A1,271,100,descending,100,117,2012-01-15,1405AOU,92531445F
A3/+241/20171202155529590,A3,241,100,ascending,100,116,2017-12-02,8111EAA,12035677F
M50/+15/20100131152114000,M50,15,100,ascending,100,117,2010-01-31,4760AEE,00528326Q
A2/+261/20090907223154000,A2,261,100,ascending,100,111,2009-09-07,3667IIE,18612682R
A2/+48/20081108101109000,A2,48,100,ascending,100,117,2008-11-08,9445OEU,25877835Y
A2/+13/20080127035255000,A2,13,100,ascending,100,118,2008-01-27,6205AIA,69049869M
M40/-43/20171104230923060,M40,43,80,descending,80,97,2017-11-04,3722EAE,37794073J
A4/+199/20090218235739000,A4,199,100,ascending,100,126,2009-02-18,9445OEU,25877835Y
M40/-55/20100108192546000,M40,55,80,descending,80,113,2010-01-08,2458AEU,46392720H
M45/-28/20091002024110000,M45,28,80,descending,80,97,2009-10-02,6560AII,78135349W
A6/+234/20170903161047190,A6,234,100,ascending,100,111,2017-09-03,5525OUO,40915263B
A1/-232/20081014093506000,A1,232,100,descending,100,114,2008-10-14,9519IEI,35044021W
A1/+131/20080227124407000,A1,131,100,ascending,100,112,2008-02-27,4166UOU,35235590G
A1/-298/20081025025853000,A1,298,100,descending,100,118,2008-10-25,4978AUI,32457390C
M45/+23/20100119005555000,M45,23,80,ascending,80,90,2010-01-19,1072IOA,47591599E
A1/+217/20080201052444000,A1,217,100,ascending,100,116,2008-02-01,6511IUE,36259246E
A1/-271/20171124071011660,A1,271,100,descending,100,114,2017-11-24,8686IUU,95875344M
A2/-230/20080423230118000,A2,230,100,descending,100,130,2008-04-23,6095EAE,74868992J
M45/+26/20170719190212060,M45,26,80,ascending,80,81,2017-07-19,4166UOU,35235590G
M40/-15/20090311074311000,M40,15,80,descending,80,96,2009-03-11,6648AEO,40648481Y
M50/+11/20090314123946000,M50,11,100,ascending,100,116,2009-03-14,7608OAU,94229966R
M50/-61/20091211173034000,M50,61,100,descending,100,113,2009-12-11,9778OEI,88062522F
M40/+16/20080215042111000,M40,16,80,ascending,80,94,2008-02-15,0342OEO,13982887Z
A6/-254/20170807153610710,A6,254,100,descending,100,91,2017-08-07,8448OEU,56760451Q
M30/+14/20170702051549070,M30,14,50,ascending,50,51,2017-07-02,6095EAE,74868992J
A3/-92/20170927151818090,A3,92,100,descending,100,110,2017-09-27,8506OUO,48272209Q
A6/-108/20081117063459000,A6,108,100,descending,100,116,2008-11-17,0438IAO,53675847B
A5/-271/20080616124618000,A5,271,100,descending,100,116,2008-06-16,2970EUI,07836519M
M30/+10/20091228183715000,M30,10,50,ascending,50,62,2009-12-28,9454IIE,76055771S
M30/+11/20090916070815000,M30,11,50,ascending,50,57,2009-09-16,8533AOE,80498155H
A1/-160/20090107162338000,A1,160,100,descending,100,113,2009-01-07,1117IAU,25913468N
M40/-49/20090528140707000,M40,49,80,descending,80,107,2009-05-28,3434AOI,76113108J
M40/+29/20171213034217030,M40,29,80,ascending,80,100,2017-12-13,1369OAU,31414734T
M45/-28/20161023202547000,M45,28,80,descending,80,93,2016-10-23,1117IAU,25913468N
M30/-30/20151114145708000,M30,30,50,descending,50,62,2015-11-14,4776EUI,15187129E
M45/+17/20170703230934000,M45,17,80,ascending,80,97,2017-07-03,9519OEE,55754166G
A1/-268/20080121175805000,A1,268,100,descending,100,99,2008-01-21,0098EUA,33300126J
A5/+70/20150824130834000,A5,70,100,ascending,100,104,2015-08-24,7103OIU,00699099Z
A2/+115/20170615031256000,A2,115,100,ascending,100,120,2017-06-15,7250EOE,65151191B
A2/+115/20170615031258000,A2,115,100,ascending,100,121,2017-06-15,6511IUE,36259246E
A3/-244/20161123050739000,A3,244,100,descending,100,113,2016-11-23,2639AAA,55533072D
M30/+11/20091112090649000,M30,11,50,ascending,50,65,2009-11-12,6493OEA,65572592Y
A5/+236/20110704084508000,A5,236,100,ascending,100,120,2011-07-04,3219AEO,82883718K
A2/-296/20110509040908000,A2,296,100,descending,100,113,2011-05-09,3451OIO,25840054Z
M40/+51/20100215045400000,M40,51,80,ascending,80,94,2010-02-15,0342OEO,13982887Z
M30/+10/20100803114717000,M30,10,50,ascending,50,68,2010-08-03,7250EOE,65151191B
A1/-271/20151011211307000,A1,271,100,descending,100,120,2015-10-11,8545AOA,22764409K
M40/-49/20151212063944000,M40,49,80,descending,80,97,2015-12-12,0728IOU,79172538Y
A3/+204/20150419170735000,A3,204,100,ascending,100,111,2015-04-19,7375OAI,48906593Z
M40/-43/20131217040245000,M40,43,80,descending,80,91,2013-12-17,1650OEI,90553454Q
M30/+10/20130731172554000,M30,10,50,ascending,50,65,2013-07-31,0383IOU,00708677R
A2/-242/20150917205448000,A2,242,100,descending,100,113,2015-09-17,2955AUA,63050842E
M50/+75/20140624172030000,M50,75,100,ascending,100,111,2014-06-24,2543OUU,19322800V
M30/+10/20140124092926000,M30,10,50,ascending,50,70,2014-01-24,9063AOI,48272209Q
M45/-29/20150817114013000,M45,29,80,descending,80,105,2015-08-17,1117IAU,25913468N
M40/+23/20150915135942000,M40,23,80,ascending,80,93,2015-09-15,8111EAA,12035677F
A1/+138/20150826104907000,A1,138,100,ascending,100,113,2015-08-26,4760AEE,00528326Q
A2/-168/20150824082839000,A2,168,100,descending,100,114,2015-08-24,8489EAU,33254360V
A6/-198/20130711053657000,A6,198,100,descending,100,112,2013-07-11,7250EOE,65151191B
A1/-298/20150504185611000,A1,298,100,descending,100,117,2015-05-04,9599EAA,01362850P
A1/+76/20140112200358000,A1,76,100,ascending,100,128,2014-01-12,5823AEO,47614918L
A1/+218/20150731214544000,A1,218,100,ascending,100,119,2015-07-31,1717III,65572592Y
M50/-34/20130321230955000,M50,34,100,descending,100,120,2013-03-21,2893EII,60730294J
A3/-127/20110729025651000,A3,127,100,descending,100,127,2011-07-29,6818EAU,67245027L
M40/-60/20130624111932000,M40,60,80,descending,80,111,2013-06-24,7121UAU,38930269D
A5/+249/20110627135720000,A5,249,100,ascending,100,130,2011-06-27,6292EIA,47285810H
M45/+26/20131201060556000,M45,26,80,ascending,80,96,2013-12-01,9534OIE,70106310X
A4/+199/20131225231838000,A4,199,100,ascending,100,120,2013-12-25,8111EAA,12035677F
M30/-31/20130426001620000,M30,31,50,descending,50,65,2013-04-26,2583UIO,99181271G
M50/+75/20120414033638000,M50,75,100,ascending,100,120,2012-04-14,2970EUI,07836519M
A3/-206/20111227083111000,A3,206,100,descending,100,111,2011-12-27,8472OIE,13633650D
A5/+95/20120201104622000,A5,95,100,ascending,100,110,2012-02-01,1295IIA,64997574B
M30/+11/20120415152533000,M30,11,50,ascending,50,64,2012-04-15,2347OUI,31414734T
A3/+49/20111016180814000,A3,49,100,ascending,100,127,2011-10-16,8668OEE,12028211Q
M45/-20/20130313131318000,M45,20,80,descending,80,90,2013-03-13,1286OEO,97976946M
M40/-43/20110522160051000,M40,43,80,descending,80,91,2011-05-22,6668OOO,54016383D
A6/+234/20121027234413000,A6,234,100,ascending,100,113,2012-10-27,5755OII,33344237X
M45/+17/20131114002855000,M45,17,80,ascending,80,94,2013-11-14,1369IUA,97334824C
M45/+23/20131114004111000,M45,23,80,ascending,80,84,2013-11-14,1369IUA,97334824C
M30/+11/20130129041903000,M30,11,50,ascending,50,87,2013-01-29,4450AAE,45191051F
M30/+11/20120118023011000,M30,11,50,ascending,50,66,2012-01-18,5740AUA,17646703E
A2/-230/20111026185848000,A2,230,100,descending,100,107,2011-10-26,6817EUA,75939906R
A2/+261/20130518122147000,A2,261,100,ascending,100,115,2013-05-18,5863AII,31970465M
A1/+217/20100622072819000,A1,217,100,ascending,100,110,2010-06-22,0122IIA,75939906R
A6/+234/20110623155627000,A6,234,100,ascending,100,113,2011-06-23,3523OOE,11148859T
A6/+237/20110623160634000,A6,237,100,ascending,100,117,2011-06-23,3523OOE,11148859T
A6/-266/20111101152655000,A6,266,100,descending,100,112,2011-11-01,7372OEI,42349732Q
A1/-298/20100310150923000,A1,298,100,descending,100,114,2010-03-10,3219AEO,82883718K
A2/-168/20090823125903000,A2,168,100,descending,100,113,2009-08-23,8668OEE,12028211Q
M40/+42/20111211094127000,M40,42,80,ascending,80,92,2011-12-11,3195EOU,60908146Y
M40/+44/20100805235407000,M40,44,80,ascending,80,100,2010-08-05,3631IUU,63709185J
M40/-15/20100520101508000,M40,15,80,descending,80,96,2010-05-20,4584IEO,86515357Y
M50/-80/20110320225405000,M50,80,100,descending,100,107,2011-03-20,7919AEO,21987229B
A4/+50/20100107130546000,A4,50,100,ascending,100,116,2010-01-07,0020AUA,44637269L
A6/+237/20110531203814000,A6,237,100,ascending,100,92,2011-05-31,0473AEO,94229966R
A5/-137/20091113190915000,A5,137,100,descending,100,130,2009-11-13,9534OIE,70106310X
A6/-254/20120205012823000,A6,254,100,descending,100,111,2012-02-05,8828OIA,63709185J
M45/+28/20110701064923000,M45,28,80,ascending,80,99,2011-07-01,9778OEI,88062522F
M45/+31/20110701071409000,M45,31,80,ascending,80,94,2011-07-01,9778OEI,88062522F
A4/-203/20101117130743000,A4,203,100,descending,100,111,2010-11-17,3797UOE,53018488S
A3/+241/20101225054030000,A3,241,100,ascending,100,119,2010-12-25,8177AAO,73236340Q
M50/-61/20101121112357000,M50,61,100,descending,100,110,2010-11-21,8686IUU,95875344M
M50/-80/20090706080123000,M50,80,100,descending,100,125,2009-07-06,7919AEO,21987229B
A2/+275/20110415170938000,A2,275,100,ascending,100,169,2011-04-15,7372AEU,73520242Y
A1/+96/20110720222652000,A1,96,100,ascending,100,114,2011-07-20,1369OAU,31414734T
A3/-94/20100926102143000,A3,94,100,descending,100,94,2010-09-26,0772EOE,31414734T
A4/+91/20090603192632000,A4,91,100,ascending,100,113,2009-06-03,7372OEI,42349732Q
A6/+38/20090614174651000,A6,38,100,ascending,100,112,2009-06-14,4544UOU,75939906R
A5/+53/20091118013002000,A5,53,100,ascending,100,136,2009-11-18,3434AOI,76113108J
M50/+75/20100403182616000,M50,75,100,ascending,100,111,2010-04-03,4639AEE,85463656A
A3/+17/20110528015204000,A3,17,100,ascending,100,110,2011-05-28,1130IOA,08914907S
M30/-26/20110616213644000,M30,26,50,descending,50,66,2011-06-16,6880OUO,77467632K
M40/+44/20100512012231000,M40,44,80,ascending,80,99,2010-05-12,4450AAE,45191051F
M45/+23/20101023125145000,M45,23,80,ascending,80,100,2010-10-23,6880OUO,77467632K
M50/+75/20090616110350000,M50,75,100,ascending,100,120,2009-06-16,5338IEI,80551722H
M45/+31/20080325202853000,M45,31,80,ascending,80,96,2008-03-25,2970EUI,07836519M
A4/-277/20091204051401000,A4,277,100,descending,100,118,2009-12-04,5023EII,92366576W
M40/+16/20100105012034000,M40,16,80,ascending,80,95,2010-01-05,8691OEI,14502021S
M30/-21/20091231225130000,M30,21,50,descending,50,64,2009-12-31,2458AEU,46392720H
A3/+49/20090224215415000,A3,49,100,ascending,100,113,2009-02-24,4760AEE,00528326Q
M50/-16/20170531182154170,M50,16,100,descending,100,114,2017-05-31,0098EUA,33300126J
A2/-155/20170710123150010,A2,155,100,descending,100,113,2017-07-10,2955AUA,63050842E
M50/-32/20170716132644920,M50,32,100,descending,100,110,2017-07-16,2955AUA,63050842E
M45/+19/20081104103242000,M45,19,80,ascending,80,94,2008-11-04,6111IAI,70809340E
A6/+171/20091113052852000,A6,171,100,ascending,100,110,2009-11-13,1556IAI,87767956W
A4/-223/20091109190208000,A4,223,100,descending,100,118,2009-11-09,6511IUE,36259246E
M50/+15/20080514034632000,M50,15,100,ascending,100,140,2008-05-14,7372OEI,42349732Q
A4/-285/20080112104111000,A4,285,100,descending,100,117,2008-01-12,2347OUI,31414734T
A5/-54/20090823084649000,A5,54,100,descending,100,112,2009-08-23,2698UEA,30173036A
A6/-60/20090602071720000,A6,60,100,descending,100,119,2009-06-02,6118UAA,29480068W
A2/-168/20090916220108000,A2,168,100,descending,100,123,2009-09-16,2955AUA,63050842E
M50/+75/20080623172030000,M50,75,100,ascending,100,111,2008-06-23,2543OUU,19322800V
M30/+32/20080124101709000,M30,32,50,ascending,50,66,2008-01-24,9063AOI,48272209Q
M45/-20/20091013101815000,M45,20,80,descending,80,100,2009-10-13,1286OEO,97976946M
A6/+237/20171112060710510,A6,237,100,ascending,100,115,2017-11-12,7250EOE,65151191B
A6/-254/20091014045040000,A6,254,100,descending,100,119,2009-10-14,8419EIE,57722756R
A6/+171/20080422161957000,A6,171,100,ascending,100,111,2008-04-22,5806EUE,48192930H
A4/-270/20091111210508000,A4,270,100,descending,100,113,2009-11-11,6320UOU,87457684T
M45/+31/20090420194028000,M45,31,80,ascending,80,146,2009-04-20,5137IUO,78455829T
A5/-137/20080205142747000,A5,137,100,descending,100,110,2008-02-05,5154AEO,84218087E
A4/+50/20090326110916000,A4,50,100,ascending,100,115,2009-03-26,3451OIO,25840054Z
A5/+268/20091116194004000,A5,268,100,ascending,100,120,2009-11-16,3812EIU,91725642D
M30/-12/20080226115220000,M30,12,50,descending,50,58,2008-02-26,8691OEI,14502021S
M50/-85/20090913210258000,M50,85,100,descending,100,113,2009-09-13,4640EUA,56938622Y
A6/-213/20150901201648000,A6,213,100,descending,100,97,2015-09-01,9787IEE,09611341D
M30/-11/20160108081237000,M30,11,50,descending,50,87,2016-01-08,5863AII,31970465M
M45/-28/20150827043618000,M45,28,80,descending,80,93,2015-08-27,4544UOU,75939906R
A6/-11/20170612223431000,A6,11,100,descending,100,113,2017-06-12,6061IUO,43287231N
M40/-60/20171217105239000,M40,60,80,descending,80,91,2017-12-17,8545AOA,22764409K
M40/-49/20160920045039000,M40,49,80,descending,80,78,2016-09-20,9778OEI,88062522F
M30/-12/20171126031147000,M30,12,50,descending,50,45,2017-11-26,2370AOA,74026572Z
M40/+29/20160813230103000,M40,29,80,ascending,80,97,2016-08-13,8173OAU,67121154R
A4/+50/20170212020423000,A4,50,100,ascending,100,106,2017-02-12,3722EAE,37794073J
M40/+30/20160521142434000,M40,30,80,ascending,80,92,2016-05-21,3647AEO,44338136R
A3/-10/20161219112932000,A3,10,100,descending,100,92,2016-12-19,3195EOU,60908146Y
A6/-298/20170116213918000,A6,298,100,descending,100,115,2017-01-16,5154AEO,84218087E
M40/+28/20150612221317000,M40,28,80,ascending,80,72,2015-06-12,1369OAU,31414734T
M45/-28/20140328113222000,M45,28,80,descending,80,91,2014-03-28,5867AUU,73429060L
M30/+14/20140116180719000,M30,14,50,ascending,50,64,2014-01-16,6061IUO,43287231N
M45/-29/20150307084830000,M45,29,80,descending,80,97,2015-03-07,4334OUU,31411702G
M40/+16/20140220011325000,M40,16,80,ascending,80,101,2014-02-20,8173OAU,67121154R
A3/+123/20141122124932000,A3,123,100,ascending,100,120,2014-11-22,0583EAA,58793740J
M50/-15/20151112110548000,M50,15,100,descending,100,119,2015-11-12,0619IEO,04906297Y
A4/+91/20151211080320000,A4,91,100,ascending,100,112,2015-12-11,6292EIA,47285810H
M40/+30/20140103035234000,M40,30,80,ascending,80,106,2014-01-03,4450AAE,45191051F
A4/+199/20130928222020000,A4,199,100,ascending,100,115,2013-09-28,6734OUU,81207757R
A4/+91/20140719100735000,A4,91,100,ascending,100,120,2014-07-19,4309OEE,88024283V
M45/-28/20150211103938000,M45,28,80,descending,80,77,2015-02-11,6061IUO,43287231N
A2/+10/20100206053119000,A2,10,100,ascending,100,119,2010-02-06,2261EOI,31211842Z
A4/+199/20080504021743000,A4,199,100,ascending,100,103,2008-05-04,7919AEO,21987229B
A2/+75/20091223003614000,A2,75,100,ascending,100,110,2009-12-23,7835UUA,54146779H
A4/-270/20090513201415000,A4,270,100,descending,100,107,2009-05-13,7283OOE,99181271G
A1/-271/20170618222358000,A1,271,100,descending,100,127,2017-06-18,5502UIE,58444159D
M50/-16/20091025051443000,M50,16,100,descending,100,114,2009-10-25,0703OEU,74864863R
A4/-188/20091104010000000,A4,188,100,descending,100,112,2009-11-04,0718UUE,65897309D
A2/-147/20171211183022000,A2,147,100,descending,100,113,2017-12-11,3784IAO,98585779M
A6/-108/20080831083923000,A6,108,100,descending,100,110,2008-08-31,6560AII,78135349W
M40/-55/20081010064254000,M40,55,80,descending,80,82,2008-10-10,5525OUO,40915263B
A2/-168/20100109040747000,A2,168,100,descending,100,108,2010-01-09,4366UII,34791409E
A2/-147/20080418165049000,A2,147,100,descending,100,117,2008-04-18,2698UEA,30173036A
M40/+51/20100206235600000,M40,51,80,ascending,80,92,2010-02-06,1675EOA,74080979A
A6/+38/20090324140156000,A6,38,100,ascending,100,113,2009-03-24,3631IUU,63709185J
A3/-94/20090825002209000,A3,94,100,descending,100,113,2009-08-25,1405AOU,92531445F
M50/+15/20080425112343000,M50,15,100,ascending,100,112,2008-04-25,6061IUO,43287231N
M40/-55/20120227142530000,M40,55,80,descending,80,77,2012-02-27,0728IOU,79172538Y
M45/-29/20120617124108000,M45,29,80,descending,80,98,2012-06-17,7757IAI,41938714P
A1/-271/20130111194250000,A1,271,100,descending,100,127,2013-01-11,6095EAE,74868992J
M40/+56/20120724232554000,M40,56,80,ascending,80,91,2012-07-24,6061IUO,43287231N
M40/+28/20120810000415000,M40,28,80,ascending,80,96,2012-08-10,6511IUE,36259246E
A6/+171/20110625032649000,A6,171,100,ascending,100,115,2011-06-25,0504IUE,04224805G
A5/-54/20130601102725000,A5,54,100,descending,100,126,2013-06-01,0398EUI,45191051F
A6/+38/20111025061008000,A6,38,100,ascending,100,110,2011-10-25,9445OEU,25877835Y
M45/+23/20130428091441000,M45,23,80,ascending,80,92,2013-04-28,9519IEI,35044021W
A5/-211/20130420021005000,A5,211,100,descending,100,110,2013-04-20,6829IOA,67455235F
A2/+48/20110615212042000,A2,48,100,ascending,100,113,2011-06-15,9787IEE,09611341D
M30/+10/20120406205654000,M30,10,50,ascending,50,45,2012-04-06,4734UAO,59070682N
A1/-298/20131123090931000,A1,298,100,descending,100,117,2013-11-23,2370AOA,74026572Z
A6/-60/20130329040220000,A6,60,100,descending,100,111,2013-03-29,0098EUA,33300126J
A3/-92/20110623223913000,A3,92,100,descending,100,117,2011-06-23,4760AEE,00528326Q
M45/+15/20110215051702000,M45,15,80,ascending,80,82,2011-02-15,5525OUO,40915263B
A4/-223/20110328054614000,A4,223,100,descending,100,152,2011-03-28,4702OIA,73010468G
A2/+48/20110804040554000,A2,48,100,ascending,100,111,2011-08-04,0398EUI,45191051F
A3/-94/20110203032210000,A3,94,100,descending,100,111,2011-02-03,3204OUA,18258713W
M45/-20/20100511231508000,M45,20,80,descending,80,96,2010-05-11,6829IOA,67455235F
A1/+217/20111214231824000,A1,217,100,ascending,100,114,2011-12-14,5137IUO,78455829T
A4/-96/20110302051314000,A4,96,100,descending,100,112,2011-03-02,8691OEI,14502021S
A6/-213/20100103083351000,A6,213,100,descending,100,103,2010-01-03,5716IEO,81542499R
A6/-244/20091217173606000,A6,244,100,descending,100,120,2009-12-17,3202OUU,78455829T
M45/+15/20100403050335000,M45,15,80,ascending,80,94,2010-04-03,7372AEU,73520242Y
M30/-23/20110713232633000,M30,23,50,descending,50,65,2011-07-13,8472OIE,13633650D
M30/+10/20111124034711000,M30,10,50,ascending,50,70,2011-11-24,8960AEO,04295516J
M45/-28/20120205180833000,M45,28,80,descending,80,91,2012-02-05,4544UOU,75939906R
M40/-49/20110826184303000,M40,49,80,descending,80,92,2011-08-26,5137IUO,78455829T
M45/-29/20120116130751000,M45,29,80,descending,80,100,2012-01-16,8140AOE,76202995Q
A4/+91/20100228031816000,A4,91,100,ascending,100,112,2010-02-28,3219AEO,82883718K
A2/-168/20110526174234000,A2,168,100,descending,100,120,2011-05-26,6292EIA,47285810H
M30/+10/20090625201743000,M30,10,50,ascending,50,62,2009-06-25,3631IUU,63709185J
A4/-96/20110808070739000,A4,96,100,descending,100,119,2011-08-08,3812EIU,91725642D
A1/+218/20110803183721000,A1,218,100,ascending,100,112,2011-08-03,9445OEU,25877835Y
A1/+217/20100216022815000,A1,217,100,ascending,100,110,2010-02-16,1564AII,58576842M
M50/-58/20111108195211000,M50,58,100,descending,100,110,2011-11-08,4280EUI,85549822B
M50/-50/20110831115108000,M50,50,100,descending,100,110,2011-08-31,7405UIU,11810752E
M30/-21/20100102145756000,M30,21,50,descending,50,67,2010-01-02,0383IOU,00708677R
A4/-277/20091109165630000,A4,277,100,descending,100,119,2009-11-09,9861AUO,76150280V
A6/+237/20091216164024000,A6,237,100,ascending,100,110,2009-12-16,2339OOI,07595709M
M50/+11/20100911164211000,M50,11,100,ascending,100,120,2010-09-11,5526UOU,42038947F
A6/-266/20111205014255000,A6,266,100,descending,100,110,2011-12-05,7250EOE,65151191B
A5/+274/20110712065258000,A5,274,100,ascending,100,112,2011-07-12,4280EUI,85549822B
A6/-244/20120111012519000,A6,244,100,descending,100,110,2012-01-11,6306III,56193398M
A6/-244/20120124061056000,A6,244,100,descending,100,116,2012-01-24,0718UUE,65897309D
A1/-160/20110831053418000,A1,160,100,descending,100,120,2011-08-31,6464AIA,08914907S
M45/+17/20110705081811000,M45,17,80,ascending,80,97,2011-07-05,3929OOO,58444159D
A2/+275/20100508103009000,A2,275,100,ascending,100,113,2010-05-08,9519IEI,35044021W
A1/-268/20100215231501000,A1,268,100,descending,100,104,2010-02-15,7103OIU,00699099Z
A4/-96/20110122042937000,A4,96,100,descending,100,114,2011-01-22,7103OIU,00699099Z
A2/-147/20080906155415000,A2,147,100,descending,100,107,2008-09-06,6864AIU,02055702P
A2/-242/20080207093500000,A2,242,100,descending,100,120,2008-02-07,0716AUU,55133962H
M45/-28/20090210103938000,M45,28,80,descending,80,77,2009-02-10,6061IUO,43287231N
A4/-147/20080329091006000,A4,147,100,descending,100,113,2008-03-29,4639AEE,85463656A
A3/+49/20080809125132000,A3,49,100,ascending,100,114,2008-08-09,3732IUO,97201505D
A1/-298/20080701041605000,A1,298,100,descending,100,137,2008-07-01,5755OII,33344237X
A2/+184/20081214222836000,A2,184,100,ascending,100,95,2008-12-14,0398EUI,45191051F
A4/-277/20080408003220000,A4,277,100,descending,100,90,2008-04-08,6817EUA,75939906R
A4/+132/20081017080325000,A4,132,100,ascending,100,117,2008-10-17,2347OUI,31414734T
A5/+95/20170723053132530,A5,95,100,ascending,100,97,2017-07-23,8828OIA,63709185J
A3/+204/20090210132722000,A3,204,100,ascending,100,110,2009-02-10,8177AAO,73236340Q
M40/-60/20171015170142650,M40,60,80,descending,80,88,2017-10-15,1131AOO,83880461J
M45/+19/20170526055719960,M45,19,80,ascending,80,76,2017-05-26,9599EAA,01362850P
A6/+234/20100122213246000,A6,234,100,ascending,100,99,2010-01-22,1810AUI,51468998N
A3/-94/20080310191444000,A3,94,100,descending,100,100,2008-03-10,3949IOE,65289655S
M40/+51/20171210042435210,M40,51,80,ascending,80,91,2017-12-10,1103EEA,07471244Q
M45/-29/20081027104218000,M45,29,80,descending,80,83,2008-10-27,5853OII,80551722H
M45/-28/20090110120006000,M45,28,80,descending,80,79,2009-01-10,5999AAI,11810752E
A1/+154/20090312212446000,A1,154,100,ascending,100,111,2009-03-12,2970EUI,07836519M
M40/-60/20090831152334000,M40,60,80,descending,80,97,2009-08-31,1103EEA,07471244Q
A6/-108/20080806111348000,A6,108,100,descending,100,75,2008-08-06,2639AAA,55533072D
A4/-270/20090724014023000,A4,270,100,descending,100,118,2009-07-24,2458AEU,46392720H
A6/+38/20090820063446000,A6,38,100,ascending,100,95,2009-08-20,5831EEE,40977364N
A3/-206/20080407101522000,A3,206,100,descending,100,120,2008-04-07,0504IUE,04224805G
A1/+131/20080103052636000,A1,131,100,ascending,100,101,2008-01-03,1556IAI,87767956W
M30/-31/20081024061333000,M30,31,50,descending,50,49,2008-10-24,7607OAA,91988623P
A2/+115/20170608165040140,A2,115,100,ascending,100,118,2017-06-08,4760AEE,00528326Q
M50/-32/20080703141747000,M50,32,100,descending,100,102,2008-07-03,3667IIE,18612682R
M30/-24/20080225224012000,M30,24,50,descending,50,63,2008-02-25,8960AEO,04295516J
A3/-252/20100203041626000,A3,252,100,descending,100,103,2010-02-03,1103EEA,07471244Q
A1/-271/20170923122138570,A1,271,100,descending,100,106,2017-09-23,4304AOI,60436163Y
A3/+17/20090627142150000,A3,17,100,ascending,100,91,2009-06-27,1072IOA,47591599E
M30/-11/20170722032819000,M30,11,50,descending,50,63,2017-07-22,2261EOI,31211842Z
A4/+132/20160326060752000,A4,132,100,ascending,100,110,2016-03-26,9495AIA,48906593Z
M50/-34/20150608140952000,M50,34,100,descending,100,111,2015-06-08,9063AOI,48272209Q
M50/+15/20160913090230000,M50,15,100,ascending,100,120,2016-09-13,5991OAE,58576842M
A3/+241/20151008040601000,A3,241,100,ascending,100,116,2015-10-08,6055EOO,60260601A
M30/-25/20161203143654000,M30,25,50,descending,50,67,2016-12-03,5831EEE,40977364N
M40/+40/20160515154511000,M40,40,80,ascending,80,95,2016-05-15,0728IOU,79172538Y
A1/-268/20160610141159000,A1,268,100,descending,100,110,2016-06-10,5755OII,33344237X
M40/-15/20080121030158000,M40,15,80,descending,80,95,2008-01-21,3204OUA,18258713W
A5/-54/20171020193137000,A5,54,100,descending,100,115,2017-10-20,5526UOU,42038947F
A4/-233/20171103001202000,A4,233,100,descending,100,114,2017-11-03,0718UUE,65897309D
A4/-188/20171103010000000,A4,188,100,descending,100,112,2017-11-03,0718UUE,65897309D
A6/+234/20150729154544000,A6,234,100,ascending,100,119,2015-07-29,9778OEI,88062522F
M50/+15/20171014165524000,M50,15,100,ascending,100,116,2017-10-14,1244UEO,55087522S
M40/-43/20150603212923000,M40,43,80,descending,80,86,2015-06-03,1103EEA,07471244Q
A2/+261/20170515153018000,A2,261,100,ascending,100,100,2017-05-15,6493OEA,65572592Y
A1/-232/20160903175123000,A1,232,100,descending,100,112,2016-09-03,9200IIA,93655750A
M50/+15/20110525200118000,M50,15,100,ascending,100,156,2011-05-25,0609OUU,07836519M
M50/+15/20091227002703000,M50,15,100,ascending,100,146,2009-12-27,6055EOO,60260601A
M40/+28/20091128194842000,M40,28,80,ascending,80,134,2009-11-28,1943OAO,98277257M
A2/-296/20111028020613000,A2,296,100,descending,100,110,2011-10-28,9454IIE,76055771S
A2/-242/20111028025257000,A2,242,100,descending,100,113,2011-10-28,9454IIE,76055771S
